x1,y1,z1
-9.318450928,46.02587891,-58.72680664
13.09619141,62.95132446,-59.78179932
45.05447388,87.53091431,-63.11611938
-13.63006592,38.73104858,-54.94781494
11.16433716,49.17797852,-58.16088867
-5.775726318,56.75634766,-59.78936768
14.36248779,67.55407715,-61.25161743
39.27764893,85.26550293,-58.49514771
10.70910645,50.72528076,-56.39575195
-3.963653564,59.2194519,-60.15093994
10.09643555,63.48904419,-59.59002686
-33.45652771,91.33068848,-58.77584839
-36.95729065,93.24502563,-58.56939697
54.42282104,-87.53160095,-55.34396362
56.14971924,-91.40515137,-59.62081909
-63.04524231,-67.07296753,-55.16229248
14.87991333,29.99731445,-53.1685791
9.887908936,46.16381836,-55.4649353
9.336395264,59.56924438,-57.42861938
-32.5622406,92.48425293,-60.09249878
-33.92138672,92.67196655,-57.94906616
58.04870605,-92.6111145,-52.43270874
-76.23286438,-73.35975647,-56.31243896
-74.44407654,-71.50317383,-54.57321167
-67.64863586,-68.80410767,-54.80761719
-59.0994873,-66.28448486,-57.5062561
14.30517578,36.59674072,-52.17199707
-14.35012817,36.53921509,-52.53872681
11.55026245,41.93341064,-56.13961792
42.01397705,88.69433594,-58.68753052
-34.6738739,95.83651733,-57.85992432
46.07330322,-82.37181091,-53.50292969
15.00030518,33.76644897,-49.5690918
-11.09521484,43.68548584,-54.07363892
10.47817993,53.63677979,-55.60025024
7.796722412,54.52075195,-55.22003174
-7.54208374,46.78201294,-54.91220093
37.08773804,86.537323,-59.11038208
43.10061646,-81.66386414,-53.86621094
-71.65379333,-70.58700562,-51.13168335
-12.69720459,40.63363647,-51.1427002
7.022460938,49.30908203,-54.05523682
-9.679016113,44.34286499,-51.04058838
56.77606201,-89.02108765,-49.46209717
48.86251831,-83.6638031,-51.1529541
-11.87023926,36.34588623,-49.86654663
9.720367432,41.84057617,-51.58392334
6.824035645,43.31671143,-53.00561523
53.14614868,-85.35009766,-47.62884521
-66.81900024,-68.13949585,-50.08575439
9.933532715,40.18167114,-47.9291687
6.773834229,38.08486938,-53.62402344
-7.064544678,44.86044312,-52.35321045
47.55236816,-83.55433655,-47.99728394
-77.26976013,-73.11198425,-51.23858643
-74.7224884,-70.01452637,-44.59707642
-70.14016724,-69.22787476,-47.76397705
13.91592407,36.81613159,-45.67144775
-9.524017334,41.38461304,-50.78741455
-68.66557312,-68.09085083,-44.55038452
14.17977905,32.4732666,-46.70516968
-80.87324524,-71.79974365,-43.55657959
-82.29525757,-77.09536743,-47.13250732
12.90512085,39.48672485,-47.19625854
11.27774048,40.46682739,-45.44805908
58.84274292,-90.0874939,-45.37145996
53.18917847,-83.98977661,-41.45297241
49.91238403,-83.38899231,-44.29876709
-72.21296692,-67.78491211,-41.50830078
-68.88195801,-66.46987915,-39.72888184
8.002197266,34.48931885,-43.89071655
9.161407471,35.97125244,-42.76715088
11.07507324,38.01803589,-42.89831543
5.562988281,36.14306641,-44.00750732
8.403778076,39.13668823,-45.76193237
11.51257324,34.21902466,-42.75454712
9.680480957,38.39834595,-41.49139404
58.9286499,-86.954422,-39.40072632
-79.48893738,-69.39746094,-39.78939819
62.56750488,-93.02827454,-41.38366699
-76.73925781,-68.79333496,-38.78604126
-73.36463928,-67.30984497,-37.3359375
53.33908081,-84.60678101,-37.73114014
-82.44490051,-69.86978149,-39.03085327
-79.09991455,-68.52877808,-37.43093872
-79.9868927,-68.01873779,-37.07440186
-77.08361816,-67.60723877,-36.37738037
63.96685791,-91.57093811,-37.64517212
62.53561401,-86.4468689,-34.39819336
57.76675415,-84.79568481,-34.40209961
-82.9150238,-68.03588867,-36.93161011
-82.77153015,-65.89508057,-34.90490723
-79.81074524,-66.93222046,-34.91262817
-76.85319519,-65.87838745,-33.91812134
-81.16564941,-64.80307007,-32.77786255
-82.30821228,-64.86108398,-34.11050415
66.79650879,-85.38626099,-30.56958008
65.62356567,-90.40791321,-33.3347168
-82.84382629,-64.13830566,-34.42453003
-83.61219788,-64.40200806,-33.01293945
61.37530518,-83.7170105,-31.79696655
65.33444214,-81.08277893,-29.706604
-79.2454834,-63.27163696,-30.47421265
67.86157227,-89.46284485,-30.47219849
-84.50956726,-63.47021484,-30.43496704
-84.74806213,-59.12649536,-27.98217773
-24.09466553,-16.28744507,-88.75370789
-29.23342896,-19.39456177,-92.24195862
-23.87295532,-23.45019531,-89.20297241
19.70407104,-21.99761963,-87.56715393
23.87832642,-16.50747681,-87.99699402
16.30596924,-17.02890015,-84.33052063
9.27130127,-14.85177612,-82.56396484
8.968322754,-19.80197144,-82.74769592
16.52377319,-11.20184326,-83.03849792
20.68856812,-8.023468018,-82.99043274
15.67077637,-6.321228027,-81.52522278
19.26776123,-48.18743896,-82.43765259
13.26855469,-40.3694458,-82.68638611
12.4822998,-47.17288208,-79.38777161
20.46765137,-4.967010498,-82.97146606
16.80270386,-52.86386108,-77.43354797
19.19256592,-57.44885254,-75.81018066
22.99688721,-55.96087646,-79.65405273
14.19128418,-56.00317383,-74.81274414
25.1413269,-65.22821045,-72.72059631
31.18292236,-66.23748779,-73.2791748
9.635467529,-55.56951904,-74.65441895
-9.482574463,1.740875244,-73.98045349
-11.89108276,4.826202393,-73.8236084
-19.96975708,14.44522095,-76.60693359
34.02682495,-69.49301147,-72.29681396
16.57696533,-58.75564575,-74.05111694
19.64675903,-59.45367432,-74.80696106
23.38363647,-60.29293823,-76.02560425
-46.47624207,-60.42645264,-73.40190125
-10.72131348,5.532806396,-73.41957092
11.65722656,2.650390625,-76.13928223
12.97305298,6.068054199,-72.68530273
6.676086426,4.520141602,-73.24978638
8.644805908,7.219512939,-68.17251587
13.59963989,10.05224609,-69.28775024
11.20870972,10.32879639,-64.10940552
9.402709961,8.619018555,-64.53146362
8.407348633,7.127380371,-66.20974731
-13.66305542,14.60333252,-61.43005371
-15.99636841,16.39511108,-63.14950562
-49.13110352,-69.79428101,-58.18753052
-58.32055664,-67.31466675,-53.56854248
-59.27859497,-69.41299438,-49.67877197
-62.31466675,-66.90139771,-46.66778564
-59.4131012,-68.52352905,-44.41168213
-59.55870056,-70.5625,-44.27902222
-61.11048889,-67.53182983,-39.42315674
-59.24351501,-69.15771484,-40.50283813
-65.49705505,-66.70620728,-38.75799561
-60.74101257,-69.9178772,-35.10681152
-62.43077087,-68.24926758,-33.85836792
-62.91494751,-69.50927734,-32.75811768
-53.83154297,-42.9887085,-105.407074
-54.7219696,-43.86132813,-109.7438202
-55.95860291,-48.64743042,-105.2747345
44.16571045,-61.3302002,-99.43606567
44.24029541,-63.36367798,-105.0870819
42.06814575,-55.8465271,-107.1660156
-58.72103882,-52.11206055,-101.4036407
-57.26245117,-50.73202515,-96.52090454
46.47857666,-67.62637329,-95.51899719
-59.01257324,-54.22784424,-95.59613037
-62.76419067,-60.86630249,-95.60112
-65.99472046,-66.434021,-92.74975586
-68.60623169,-67.15600586,-88.33146667
-66.28105164,-63.74188232,-88.7746582
47.41296387,-70.87478638,-93.24201965
23.03433228,-10.93615723,-86.19900513
23.70742798,-5.965148926,-85.66267395
26.49581909,-46.64718628,-88.56791687
-25.26141357,2.757324219,-84.73881531
-70.40167236,-68.79394531,-84.83700562
48.40463257,-75.95724487,-84.89985657
49.10388184,-75.86566162,-91.48745728
50.87677002,-81.572052,-81.27645874
-21.53341675,11.50595093,-79.54064941
-24.55938721,10.4418335,-83.33052063
-70.74821472,-69.27514648,-80.64590454
-22.90365601,5.824249268,-82.04165649
-24.10443115,7.320068359,-81.96746826
-19.73901367,6.945159912,-80.24156189
-72.68998718,-70.17303467,-70.56265259
-17.59475708,16.59732056,-67.59191895
54.79547119,-91.80728149,-67.92947388
53.78149414,-92.68228149,-75.65281677
52.69467163,-85.86413574,-73.40396118
-17.62567139,23.32327271,-66.3531189
-16.64993286,21.01275635,-63.68167114
-14.19900513,19.22491455,-58.36621094
-15.33474731,24.63098145,-59.29263306
-13.86218262,25.66540527,-55.87255859
-13.93811035,31.21420288,-52.59539795
44.94424438,-84.67097473,-44.98327637
-69.58609009,-67.25424194,-35.24307251
-64.64457703,-68.15908813,-33.51925659
-11.51470947,-16.66378784,-91.98175049
-14.32315063,-12.03491211,-87.77154541
-13.43295288,-19.57617188,-89.31062317
-12.69958496,-25.0632019,-91.4425354
-15.77496338,-22.09939575,-88.80026245
-15.90075684,-18.68261719,-87.62734985
-10.31378174,-9.979003906,-90.20846558
-9.606506348,-11.71051025,-92.21934509
-13.08712769,-31.118927,-90.55056763
-11.8225708,-6.575439453,-86.67460632
-14.89321899,-7.214599609,-85.93586731
2.115722656,-36.1774292,-84.29414368
3.440032959,-30.87252808,-83.91833496
-0.479492188,-34.34014893,-87.39590454
-14.93664551,-1.973999023,-84.84461975
2.469055176,-25.46914673,-83.56567383
-0.335632324,-23.2326355,-85.70140076
-0.860778809,-28.27770996,-86.49674988
-0.363433838,-38.65927124,-85.21107483
1.700500488,-42.21173096,-83.79257202
-0.520874023,-18.96963501,-87.77531433
4.094360352,-18.99078369,-83.6282196
-12.27963257,2.356445313,-82.31277466
-16.36791992,3.536346436,-81.9899292
10.60223389,-24.22668457,-84.2477417
4.04385376,-22.14508057,-83.00686646
1.501953125,-14.87460327,-85.67034912
-13.60324097,3.556213379,-80.66639709
5.491119385,-11.44137573,-82.31254578
1.438964844,-10.80236816,-85.64147949
2.339233398,-46.27420044,-85.32894897
3.507110596,-50.15429688,-81.5609436
4.052093506,-7.489227295,-81.32548523
9.681060791,-9.494598389,-81.37730408
9.643280029,-4.613922119,-80.13648987
1.807678223,-4.89630127,-82.03735352
5.062835693,-2.042022705,-78.61743164
10.04098511,-0.716278076,-78.09690857
16.12667847,-0.69140625,-80.20018005
6.833221436,-56.84463501,-81.56251526
5.748077393,-57.89996338,-78.09533691
6.008972168,1.451263428,-76.09147644
-13.86218262,5.99041748,-78.87547302
-9.353851318,6.478271484,-79.92965698
-10.29571533,8.254669189,-76.09371948
-27.18548584,-61.19799805,-78.62988281
7.572845459,-62.44644165,-77.07571411
7.520477295,-60.46447754,-75.04568481
2.855529785,0.909423828,-78.71868896
-0.097747803,-1.598052979,-82.20768738
1.933319092,3.703765869,-77.49812317
9.588592529,-66.5213623,-74.84365845
3.517150879,3.890411377,-73.97227478
3.852600098,3.791351318,-74.54821777
-9.689941406,9.152404785,-71.24395752
-33.38371277,-69.02600098,-70.98181152
-10.16326904,9.142913818,-69.15979004
-7.076446533,8.213409424,-71.88259888
-8.333068848,7.605041504,-70.92016602
5.378845215,7.950408936,-69.40023804
7.796722412,6.659729004,-67.65979004
-35.7155304,-74.36048889,-69.68081665
-32.69677734,-71.65371704,-71.52075195
-11.30859375,10.70159912,-66.15963745
-39.88406372,-75.90664673,-66.61080933
19.15725708,-76.02116394,-68.58737183
19.03677368,-82.18869019,-68.23245239
22.13476563,-80.43788147,-64.58145142
-46.29994202,-78.42385864,-60.54043579
-49.6726532,-77.21388245,-58.62796021
10.40270996,10.35861206,-61.94393921
-52.87927246,-80.65083313,-53.61752319
-10.7572937,20.82287598,-54.79705811
-11.14031982,16.8692627,-55.02090454
-10.24130249,18.58792114,-53.48751831
37.69332886,-87.41500854,-49.26177979
41.56948853,-83.41267395,-50.42214966
35.59078979,-84.91062927,-52.54458618
-61.49925232,-77.1683197,-47.29055786
-61.57168579,-73.15032959,-44.86044312
-60.71246338,-71.34146118,-40.07446289
-64.54948425,-73.07823181,-39.43127441
41.31521606,-90.57736206,-43.10717773
-67.2040863,-75.92791748,-39.78720093
48.01953125,-85.34983826,-40.50210571
46.0010376,-92.44892883,-37.44592285
49.52130127,-87.91339111,-37.52697754
-68.0418396,-71.51959229,-36.19760132
-63.31661987,-71.10360718,-35.76596069
-65.11300659,-69.91204834,-33.82736206
-78.28375244,-45.56326294,-15.49255371
-77.0113678,-44.53738403,-14.95556641
-78.97052002,-45.86914063,-14.66714478
-76.76429749,-42.29696655,-14.1166687
-75.23986816,-38.53768921,-12.19293213
-74.84054565,-37.55523682,-14.08303833
-78.59153748,-40.82925415,-13.4125061
-78.58528137,-32.915802,-10.78277588
-71.57286072,-35.12069702,-9.507904053
-69.75830078,-34.88296509,-11.43508911
-66.48103333,-33.69839478,-8.390258789
-68.45928955,-30.66339111,-6.732299805
54.82672119,-40.72631836,-3.450866699
55.74777222,-36.31307983,-2.911956787
52.48071289,-40.36727905,-2.598968506
43.65722656,-95.65896606,-36.25396729
47.90240479,-93.33708191,-33.89804077
44.46704102,-100.3944855,-32.90313721
46.45840454,-95.36080933,-32.40826416
49.48742676,-94.23114014,-31.80743408
47.69387817,-96.32914734,-30.00939941
51.47802734,-90.12963867,-33.31011963
-73.42834473,-80.50814819,-31.54760742
50.62466431,-96.96238708,-27.1105957
52.07727051,-93.27175903,-29.88461304
46.42553711,-100.2437744,-28.38519287
48.30496216,-100.3671417,-24.75588989
55.32226563,-95.72479248,-23.896698
54.943573,-94.03001404,-27.2421875
59.70721436,-90.14642334,-24.71386719
56.88650513,-89.243927,-28.81890869
46.73272705,-102.2948151,-25.1005249
49.85690308,-102.1125183,-22.85577393
60.36364746,-93.20178223,-20.35372925
64.92611694,-86.7256012,-20.39035034
54.35940552,-98.49598694,-21.13946533
-82.36448669,-69.22689819,-25.1675415
-87.484375,-68.32388306,-18.87280273
-85.76264954,-72.99449158,-21.27316284
-85.9777832,-60.92370605,-20.25970459
60.78808594,-98.51512146,-18.88262939
-87.66085815,-54.23825073,-18.86410522
-85.98843384,-49.18756104,-17.63943481
65.07159424,-93.78901672,-17.01794434
66.11587524,-88.36517334,-17.73764038
-93.25790405,-62.47958374,-15.50808716
-91.42416382,-49.93673706,-16.93493652
-87.18278503,-44.02474976,-16.31262207
69.00946045,-88.83409119,-14.99682617
68.58322144,-85.07287598,-16.4982605
-91.51100159,-68.95172119,-15.42562866
-78.49365234,-44.58728027,-14.26495361
-83.90802002,-29.26724243,-11.77438354
-88.75436401,-34.62045288,-13.00579834
-88.7802887,-29.51089478,-12.06903076
-93.58068848,-31.37741089,-12.58267212
-93.02488708,-27.57009888,-12.59951782
-86.15333557,-25.55795288,-11.59667969
-78.50291443,-25.13244629,-10.03323364
-78.29476929,-20.38626099,-10.95144653
69.57232666,-54.78201294,-9.803222656
77.62078857,-56.46243286,-9.989532471
70.32077026,-52.52761841,-10.13433838
-72.29812622,-25.06036377,-7.766967773
60.43841553,-26.1439209,-5.134246826
59.80776978,-17.90591431,-3.112762451
60.00180054,-23.48452759,-2.614105225
56.87789917,-29.31924438,-2.207214355
51.76998901,-31.26480103,-1.293579102
-64.87408447,-19.22790527,-4.193664551
-61.16653442,-18.41525269,-2.574615479
-65.28205872,-13.92382813,-4.425140381
-65.11653137,-7.607971191,-4.753417969
55.14080811,-28.00384521,-1.177001953
57.30917358,-23.94876099,-1.358947754
53.52282715,-21.50701904,-0.760955811
-54.78308105,-23.74560547,-1.398162842
-54.01318359,-14.86257935,-1.318084717
47.29360962,-26.96417236,0.362731934
45.81698608,-35.71130371,-1.383728027
49.23083496,-25.27087402,-0.295806885
-60.98269653,-27.21261597,-3.127258301
57.80856323,-18.9888916,-1.350921631
52.51446533,-15.05270386,-1.513916016
48.10491943,-18.89059448,0.025299072
56.4083252,-16.33114624,-1.717346191
44.46359253,-28.7008667,0.672515869
41.90447998,-23.6289978,0.917327881
42.74639893,-31.14770508,-0.142486572
44.87002563,-21.71707153,2.264343262
43.08007813,-17.91439819,3.258239746
44.58444214,-14.86376953,2.128936768
40.78634644,-17.14309692,2.494567871
42.30361938,-14.81118774,2.618621826
-42.09568787,-14.22396851,-117.6277313
-39.14460754,-18.68960571,-114.0906677
-43.70903015,-21.05923462,-117.882431
-48.84567261,-0.738739014,-116.8814697
-49.81143188,-6.756744385,-116.5342102
-51.20869446,-31.68719482,-116.2754669
-51.67225647,-26.22085571,-117.1212769
-50.36332703,-28.47488403,-118.3132782
-37.37913513,-22.5007019,-111.8179626
-41.99563599,-26.80569458,-114.7737732
-39.18241882,-9.393341064,-115.4528198
-37.37895203,-14.6656189,-113.1396942
-47.02885437,4.109588623,-115.9815674
-45.44432068,8.884521484,-117.0275879
-35.24621582,-4.886566162,-112.4037476
-39.88313293,-3.785552979,-116.8401337
-37.82550049,1.372131348,-114.7583771
-42.34957886,25.65966797,-112.7792969
-38.13484192,22.30825806,-112.5855713
-42.21128845,19.53585815,-113.5694733
-33.19442749,-11.27584839,-109.8747711
35.7638855,17.9156189,-112.2988281
39.5887146,15.73419189,-112.8792725
37.75326538,10.93203735,-114.6743622
-47.24894714,-31.08911133,-116.4559479
-38.87814331,-32.38848877,-109.5481415
-45.53643799,-36.05426025,-113.3487244
-34.28486633,-25.74682617,-108.9595032
-33.25912476,-16.98297119,-109.180191
-28.58050537,-6.736572266,-106.8915558
-31.05184937,-0.752716064,-109.0600281
40.4347229,5.063568115,-113.565506
23.14971924,-27.31515503,-106.4393768
31.05200195,-26.36929321,-113.0633545
29.12817383,-33.76583862,-110.804184
24.44696045,-18.3949585,-107.9250336
39.74307251,22.26748657,-110.9516754
37.34289551,25.45336914,-110.8763428
40.7300415,29.26620483,-109.151123
-37.16101074,-39.10180664,-104.0608978
-42.00254822,-39.19177246,-108.2308807
-31.00253296,-21.58816528,-106.5263062
28.5227356,24.06436157,-106.549942
33.73504639,25.20462036,-109.3870697
30.72607422,17.10784912,-109.6908875
-51.20254517,-29.66506958,-112.9022675
-29.96844482,-29.61196899,-103.7069702
21.29724121,-8.371154785,-105.7355957
27.44644165,-4.975769043,-110.1356201
-29.05145264,10.30053711,-107.7369537
-34.42901611,8.041717529,-112.0486603
-31.97961426,13.3996582,-109.7858276
41.30654907,29.52142334,-107.2417908
41.17407227,35.85189819,-107.6904755
29.39242554,-41.8079834,-109.0460815
23.93365479,-37.68994141,-105.8114777
22.91796875,-33.0730896,-105.6885529
-25.45285034,-13.42709351,-103.4531403
21.81048584,0.017883301,-106.3549805
22.80648804,8.591491699,-106.4195709
25.09686279,2.760772705,-108.1825562
27.53399658,8.058197021,-109.4362183
26.34521484,16.16479492,-107.3236084
20.66485596,16.2649231,-103.9460754
24.87716675,20.61456299,-105.3703613
-31.8369751,-34.3359375,-103.3764496
-24.85354614,-1.548828125,-104.5726471
-32.09399414,19.37969971,-110.0314636
-26.58859253,15.04708862,-105.9154968
-27.1567688,24.4019165,-105.7137604
18.86096191,-35.06826782,-102.0769043
17.86877441,-21.8571167,-103.5745544
19.2890625,-15.48013306,-104.0919952
-26.33422852,6.521057129,-106.0065308
17.1036377,3.245300293,-103.4549561
26.39321899,-46.5184021,-104.3598938
30.57659912,-46.87530518,-108.4406281
29.03961182,-50.1585083,-104.9233856
19.08737183,-30.76351929,-103.499588
17.20898438,-27.24649048,-102.3593597
-26.0430603,-19.19494629,-103.3518829
18.12606812,-3.419006348,-104.022583
16.54440308,9.919464111,-102.9089508
-19.93566895,-5.565643311,-101.8026733
15.36798096,-9.305603027,-102.4206085
-19.97964478,11.61294556,-102.3550873
14.73861694,14.95495605,-101.6682587
-20.46856689,19.8991394,-102.0518646
21.80230713,23.35360718,-103.4051361
-24.95288086,32.13952637,-103.7791748
-18.57235718,27.29467773,-100.8540192
-39.92681885,50.87948608,-105.3690033
-37.8338623,55.74029541,-103.9191895
19.57977295,-41.54772949,-101.0679321
14.95678711,-30.45767212,-100.9673615
14.15478516,-17.17181396,-101.2620697
12.81896973,-1.329498291,-101.3417664
-16.65823364,9.424713135,-101.0511627
-18.88168335,2.999084473,-101.717926
17.07687378,19.00045776,-102.1065369
27.10513306,36.43222046,-101.9084167
27.05004883,30.32168579,-103.4941864
20.92687988,30.11776733,-100.7104645
-21.35171509,-18.431427,-101.1625214
11.37191772,-13.13101196,-100.1151733
9.529632568,-18.24200439,-99.54403687
9.719787598,-7.606964111,-100.2346649
10.03536987,5.441772461,-100.387619
13.50543213,10.91278076,-101.0275879
-15.35852051,14.78363037,-100.2302246
13.04995728,21.43548584,-99.54908752
22.33383179,-49.4161377,-99.18249512
-31.8175354,-39.68276978,-99.86962891
12.38531494,-33.99349976,-98.94258118
12.45935059,-25.1217041,-100.0015411
-19.33416748,-13.15634155,-100.5784912
7.480010986,-3.498779297,-99.35734558
8.503387451,12.27215576,-99.30282593
-14.81033325,21.70230103,-99.14407349
-15.60171509,33.040802,-98.46725464
-22.85253906,37.26239014,-101.7021027
-25.26333618,-32.31204224,-99.91317749
4.877593994,-10.99957275,-97.73103333
2.631744385,0.22253418,-97.6932373
3.850738525,7.06552124,-97.83244324
6.22354126,16.0317688,-98.18817139
14.80905151,28.22109985,-98.58757019
11.16262817,24.85232544,-98.24888611
19.81988525,36.69793701,-97.91136169
7.032592773,-28.32891846,-97.33027649
-34.23051453,-23.45965576,-95.70669556
5.139465332,-22.41668701,-97.48156738
6.823242188,20.49307251,-97.58424377
11.73260498,-42.34552002,-96.10987854
12.28399658,-38.73718262,-97.02101135
-32.79797363,-26.52352905,-94.51713562
10.41964722,28.10723877,-97.20602417
42.98434448,-60.0954895,-96.94438171
25.49188232,-56.4291687,-97.82324219
27.8041687,-54.23184204,-100.7436371
30.65322876,-57.67666626,-101.3762665
7.390441895,-35.10293579,-96.38072205
-19.49456787,-23.69644165,-99.13237
-14.78649902,-18.54501343,-97.4942627
-17.478302,-28.29992676,-96.90452576
10.01339722,34.22952271,-95.04246521
-15.4916687,46.02615356,-95.08718872
-16.82189941,39.83721924,-98.14233398
-21.66287231,45.46948242,-98.7771759
16.38018799,41.10275269,-95.30975342
-40.71711731,75.56661987,-94.14750671
-37.35870361,74.31533813,-94.85368347
21.51867676,-36.16555786,-90.17965698
-30.11209106,-11.78387451,-92.09513855
-10.57687378,43.16616821,-93.74571228
-30.64520264,-24.10354614,-93.08093262
-24.65725708,14.8331604,-90.03289795
-11.75521851,47.37670898,-93.37887573
-15.94473267,52.9786377,-93.60070801
-17.45159912,50.67358398,-95.00865173
-62.17076111,-82.19049072,-92.65126038
-67.01759338,-81.2862854,-92.30299377
-63.20422363,-79.15777588,-93.96789551
14.96743774,-51.76919556,-93.29673767
23.57699585,-59.88305664,-94.20956421
19.60491943,-58.79721069,-91.26663208
12.95901489,-52.56552124,-90.35629272
5.589752197,-45.23776245,-90.61909485
0.3175354,-37.86425781,-91.06809998
2.039398193,-37.70309448,-93.66043091
-31.89578247,-36.86746216,-89.0093689
-34.87625122,-33.74761963,-92.21716309
-30.95965576,-27.56097412,-91.11408997
-31.37411499,-25.55130005,-92.52259827
-8.767425537,48.48916626,-91.97257996
-59.2023468,-89.7428894,-90.18771362
-55.52819824,-88.69573975,-90.98860168
-54.74894714,-88.01589966,-88.04838562
-53.47407532,-84.6282196,-89.86672974
40.42077637,-86.5105896,-92.90109253
39.16189575,-89.73773193,-90.15368652
35.97720337,-85.05787659,-91.37512207
44.51870728,-90.69543457,-90.40956116
-66.02101135,-88.13923645,-90.78892517
-61.08184814,-86.26412964,-91.93670654
-58.70487976,-87.97738647,-91.65312195
-58.39788818,-85.94509888,-91.71591187
-57.60775757,-85.085495,-92.00875854
-55.35758972,-86.36604309,-91.23158264
30.72363281,-75.21112061,-91.77818298
37.05755615,-80.61024475,-94.12872314
31.84741211,-81.44029236,-89.45103455
25.70547485,-67.49038696,-91.24258423
27.33111572,-72.35083008,-89.35313416
19.00576782,-61.87493896,-88.60154724
0.013580322,-40.66925049,-88.02207947
-32.13796997,-29.51687622,-90.90472412
-29.17700195,-23.59399414,-91.32527161
-26.11279297,-11.76315308,-89.64494324
33.04660034,-88.16781616,-86.0368042
